"adult","belongs_to_collection","budget","genres","homepage","id","imdb_id","original_language","original_title","overview","popularity","poster_path","production_companies","production_countries","release_date","revenue","runtime","spoken_languages","status","tagline","title","video","vote_average","vote_count"
"False","","0","[]","","54968","tt0161977","en","Simon Magus","Simon is an outcast from his Jewish community because he claims that the devil talks to him and he has the ability to put curses on crops. When Dovid asks the 'Squire' to sell him some land so he can build a railway station, a ruthless businessman from the neighbouring gentile community uses Simon to find out who wants to buy the land so he can 'persuade' him otherwise","0.313628","/oIeBjQbPaJDqvNjX2f61knB05Tq.jpg","[]","[]","1999-02-17","0","101","[{'iso_639_1': 'en', 'name': 'English'}]","Released","misfit - outcast - turncoat - prophet - hero","Simon Magus","False","10","1"
"False","","0","[{'id': 36, 'name': 'History'}, {'id': 99, 'name': 'Documentary'}]","","114524","tt0097099","en","Common Threads: Stories from the Quilt","In the late 1970s, a mysterious new disease began infecting and killing gay men. Common Threads tells the powerful story of the first decade of the AIDS epidemic, as told through the lives of five very diverse individuals who shared a common fate. Using the monumental NAMES Project AIDS Memorial Quilt as its central metaphor, the film weaves together personal memories and television news stories to expose the U.S. governmentâ€™s failure to respond to the growing epidemic, and the vibrant protest movement that was born as a result. From the Olympic athlete to the inner-city recovering drug addict, from the conservative naval commander to the New York gay activist to the 11-year-old suburban boy with haemophilia, the film uses intimate details to tell an epic story of love, loss, anger and healing.","0.544277","/tAmvWQl1R0uiydLnG0o9PgRyanS.jpg","[{'name': 'New Yorker Films', 'id': 5448}, {'name': 'Sandollar Productions', 'id': 5842}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","1989-12-01","0","79","[{'iso_639_1': 'en', 'name': 'English'}]","Released","","Common Threads: Stories from the Quilt","False","10","2"
"False","","0","[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]","","27079","tt0338467","en","Stuey","Based on the true story of the rise and fall of poker legend Stu ""The Kid"" Ungar.","0.888157","/bOPvntl8GRavuMIOTOVzeeoFBRj.jpg","[{'name': 'AMV Production', 'id': 58565}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","2003-05-01","0","120","[{'iso_639_1': 'en', 'name': 'English'}]","Released","","High Roller: The Stu Ungar Story","False","10","1"
"False","","0","[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10751, 'name': 'Family'}]","","34662","tt0053001","en","Li'l Abner","A comedy musical based on the comic strip charcters created by Al Capp. When residents of Dogpatch, USA are notified by the government that they must evacuate because of atomic bomb testing, they try to persuade the government that their town is worth saving. Meanwhile, Earthquake McGoon wants to marry Daisy Mae; Daisy Mae wants to marry Li'l Abner, and Li'l Abner just wants to go fishing.","0.611118","/gD6evLLOphcgjvzygRKpJ9RoTy9.jpg","[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Paramount', 'id': 6033}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","1959-12-11","0","114","[{'iso_639_1': 'en', 'name': 'English'}]","Released","","Li'l Abner","False","10","1"
"False","","0","[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]","","43147","tt0022696","en","Blessed Event","A New York gossip columnist (Lee Tracy) feuds with a singer (Dick Powell) and enjoys the power of the press.","0.090803","/pZpi8O4IDYJvKg4dNToje0KMZjh.jpg","[{'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","1932-09-10","0","80","[{'iso_639_1': 'en', 'name': 'English'}]","Released","Here it is! The scandalous comedy of a scandal columnist who rose FROM A KEYHOLE TO A NATIONAL INSTITUTION","Blessed Event","False","10","1"
"False","","0","[{'id': 10402, 'name': 'Music'}, {'id': 99, 'name': 'Documentary'}]","","68736","tt0067275","en","Joe Cocker - Mad Dogs & Englishmen","MAD DOGS &amp; ENGLISHMAN: A great film and is a statement of Rock History because of the people involved. Joe Cocker asked Leon to get some mates together as this tour was to get off the ground right away. For the most part Leon just pulled Delaney &amp; Bonnie's Band right out from under them. Jim Gordon, (who co-wrote LAYLA) Carl Radle and of course sometimes Leon. All were with Delaney and Bonnie. I might add at this time that Claudia Linnear who solo's on Let It Be is the girl who Mick Jagger wrote Brown Sugar about. If you listen to the sound of Delaney &amp; Bonnie's albums you will here the Mad Dogs sound. Donna Wiess is a great writer of music and has worked with Rita Coolidge off and on over the years.","0.035284","/2Gc4WHtxmGQBu7P2XKpclIz4fkl.jpg","[{'name': 'A&M Films', 'id': 11043}, {'name': 'Creative Film Associates', 'id': 95355}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","1971-08-27","0","117","[{'iso_639_1': 'en', 'name': 'English'}]","Released","Joe Cocker","Joe Cocker - Mad Dogs & Englishmen","False","10","1"
"False","","0","[{'id': 35, 'name': 'Comedy'}]","","61648","tt0039847","en","Something in the Wind","A grandson of a recently deceased millionaire mistakes a beautiful female disc jockey for her aunt, who once dated the grandfather.","0.222832","/9DQfxS8CuLtMEKUsIPtMQCjznoH.jpg","[{'name': 'Universal Pictures', 'id': 33}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","1947-07-21","0","94","[{'iso_639_1': 'en', 'name': 'English'}]","Released","","Something in the Wind","False","10","1"
"False","","0","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","","42173","tt0079278","en","Chilly Scenes of Winter","A man falls for a separated woman but can't cope when she returns to her husband.","0.009192","/eI6815IZ5EHn6hvdP78RaMef5RV.jpg","[{'name': 'United Artists', 'id': 60}, {'name': 'Triple Play Productions', 'id': 87962}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","1979-10-19","0","92","[{'iso_639_1': 'en', 'name': 'English'}]","Released","A romantic comedy for all seasons.","Chilly Scenes of Winter","False","10","1"
"False","","0","[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]","","43034","tt0053901","en","Hell to Eternity","Based on the story about Guy Gabaldon, a Los Angeles Hispanic boy raised in the 1930s by a Japanese-American foster family. After Pearl Harbor, his foster family is interned at the Manzanar camp for Japanese Americans, while he enlists in the Marines, where his ability to speak Japanese becomes a vital asset. During the Battle of Saipan, he convinces 800 Japanese to surrender after their general commits suicide.","0.157003","/sKwmqZOAoXckRdkgAw3bLvMMp4z.jpg","[{'name': 'Allied Artists Pictures', 'id': 4928}, {'name': 'Atlantic Pictures', 'id': 5387}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","1960-08-01","0","131","[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ja', 'name': 'æ—¥æœ¬èªž'}, {'iso_639_1': 'es', 'name': 'EspaÃ±ol'}]","Released","The Marines' Battle Cry of the South Pacific!","Hell to Eternity","False","10","1"
"False","","0","[{'id': 99, 'name': 'Documentary'}]","","38971","tt0358631","en","Pavement: Slow Century","Documentary tracing the existence of noted rock band Pavement from 1989 to their final performance in late 1999. The DVD also compiles all of their music videos, rare live footage, audio commentary from the band and directors, and two live concerts available with multiple angles.","0.042737","/jQLASplHDmBqBLqLpYTIdWxljz7.jpg","[]","[]","2002-10-22","0","85","[{'iso_639_1': 'en', 'name': 'English'}]","Released","","Pavement: Slow Century","False","10","1"
"False","","130","[{'id': 99, 'name': 'Documentary'}]","","234937","tt0906743","en","Forever","PÃ¨re-Lachaise - one of the world's most famous and beautiful cemeteries - is the final resting-place of a gifted group of artists from all eras and corners of the world. Some - such as Piaf, Proust, Jim Morrison and Chopin - are worshiped to this day. Others have fallen into oblivion, or are visited occasionally by a single admirer. In Forever we see the mysterious, calming and consoling beauty of this unique cemetery through the eyes of people of flesh and blood. Many come for their 'own' beloved: husbands, wives, family and friends. Others Honor 'their' artist by leaving behind a personal message or a flower. While admirers share with us the importance of art and beauty in their lives, the graveyard gradually reveals itself as a source of inspiration for the living. Death offers little consolation except for the passing of time, the melancholia of a moss-covered tomb, and the beauty and power of a piece of music, a poem or a painting Written by Cobos","0.554205","/lRdh2UqLGcSUDNR53pi5MjjIHk1.jpg","[{'name': 'Nederlandse Programma Stichting (NPS)', 'id': 12023}]","[{'iso_3166_1': 'NL', 'name': 'Netherlands'}]","2006-10-05","0","97","[]","Released","","Forever","False","10","1"
"False","","0","[]","","125512","tt0080629","en","Dinosaurs!  A Fun-Filled Trip Back In Time","The videoâ€”with beginning scenes filmed in 1987â€”begins with a young boy named Phillip (played by Fred Savage) sitting in his bedroom, listening to loud music, and struggling to find an idea for a class report on a science topic. While struggling to find some ideas-and annoying his mother (offscreen) with his loud music- a song plays on his boom box, titled Mesozoic Mind, and the song provides him with an inspiration for his report: DINOSAURS!  Philip then goes to sleep and has a dream where he discovers that the search for the truth about these magnificent animals and their astonishing 160-million-year success on earth is probably the most fascinating speculation there is. Phillip then finishes his report and presents it to the class. The class report is then covered through the 1980 claymation short Dinosaur by Will Vinton Productions.","0.004948","/yrho3PbjV6MqxsCpLSWrwwut4q6.jpg","[]","[]","1987-01-01","0","30","[]","Released","","Dinosaurs!  A Fun-Filled Trip Back In Time","False","10","1"
"False","","0","[]","","37255","tt0428040","en","Ween: Live in Chicago","Track List: 1. Buckingham Green 2. Spinal Meningitis Got Me Down 3. Pork Roll Egg and Cheese 4. Take Me Away 5. The Grobe 6. Transdermal Celebration 7. Even If You Don't 8. Voodoo Lady 9. Baby Bitch 10. The H.I.V. Song 11. Roses Are Free 12. Mutilated Lips 13. Chocolate Town 14. I'll Be Your Jonny On Th' Spot 15. Touch My Tooter 16. The Argus 17. Zoloft 18. Ocean Man 19. Don't Laugh (I Love You) 20. All of My Love 21. Big Jilm 22. You Fucked Up 23. Doctor Rock 24. She Fucks Me 25. Booze Me Up and Get Me High 26. The Blarney Stone","0.043068","/qA90omHIbLbXlAhWl5PzH2f2anE.jpg","[]","[]","2004-05-04","0","120","[]","Released","","Ween: Live in Chicago","False","10","1"
"False","","0","[{'id': 18, 'name': 'Drama'}]","","211256","tt0029077","ja","Kaze no naka no kodomo","On vacation's eve, a boy is sent to the countryside to live with his uncle after his father is imprisoned and accused of embezzlement.","0.046349","/A6Im4lMw7DC8qLbOCfie1G6wHj3.jpg","[{'name': 'ShÃ´chiku Eiga', 'id': 5070}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]","1937-01-01","0","88","[{'iso_639_1': 'ja', 'name': 'æ—¥æœ¬èªž'}]","Released","","Children in the Wind","False","10","1"
"False","","0","[{'id': 18, 'name': 'Drama'}]","","47282","tt0095530","en","Little Dorrit","A drama based on the novel by Charles Dickens which tells the story of Arthur Clennam who is thrown into a debtor's prison. There he meets a young seamstress whose father has been imprisoned for twenty-five years. A film in originally released in two parts.","0.424104","/e6IIKasqFlsgR0848nnj78CzYaW.jpg","[{'name': 'Sands Films', 'id': 15180}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]","1987-12-11","0","357","[{'iso_639_1': 'en', 'name': 'English'}]","Released","","Little Dorrit","False","10","1"
"False","","0","[{'id': 99, 'name': 'Documentary'}]","","96451","tt1587373","en","If God Is Willing and da Creek Don't Rise","In 2006, director Spike Lee created an astonishing record of the cataclysmic effects of Hurricane Katrina on the city of New Orleans with his epic award-winning documentary, When the Levees Broke. Five years later, Lee returns to New Orleans, to see how the ambitious plans to reinvent the Crescent City were playing out. He finds a patchwork of hope and heartache just as a new disaster unfolds. The four-hour documentary is a continuation of the heart-rending story of destruction and rebirth of America's most unique city.","0.109599","/d0eQy5xYxZnJsVYhRic8aIX0lA2.jpg","[{'name': '40 Acres & A Mule Filmworks', 'id': 4319}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","2010-08-23","0","255","[]","Released","","If God Is Willing and da Creek Don't Rise","False","10","1"
"False","","5","[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]","","195651","tt0120754","en","The Misadventures of Margaret","A timid, insecure popular author with an overly-attentive professor husband decide to write an erotic novel. With encouragement from her sister and a bi-sexual friend, she goes to France with the intent of doing research at an inn where a diary she had been using documented erotic encounters. Instead she finds the inn is now a cloister for singing nuns. However, a young, divorced sound engineer is also there taping the nuns. While attracted, she mostly succumbs only to new fantasies until he follows her home to New York.","0.196886","/xndWyBTEVqdcRQvvvORP1YY69Us.jpg","[]","[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]","1998-12-23","0","105","[{'iso_639_1': 'en', 'name': 'English'}]","Released","","The Misadventures of Margaret","False","10","1"
"False","","0","[]","","109887","tt0041672","en","My Foolish Heart","After a long absence, Mary Jane visits her schoolfriend Eloise, and Eloise's daughter Ramona. Eloise drinks too much and is unhappily married to Lew Wengler. Eloise falls asleep and remembers her time with her true love, Walt Dreiser, at the beginning of the Second World War. She recalls the events that lead up to her split with Mary Jane, and how Lew married Eloise rather than Mary Jane.","0.065284","/hTeRZeDAX3UUgGnfzBqGUwWyAI6.jpg","[{'name': 'Samuel Goldwyn Company, The', 'id': 28205}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","1950-01-21","0","98","[]","Released","","My Foolish Heart","False","10","1"
"False","","0","[{'id': 18, 'name': 'Drama'}]","","115427","tt0292081","hu","Macbeth","A Hungarian TV version of the play shot in just two takes.","0.017296","/MXwwQjLWEfpPiY33XUqIRsOKk.jpg","[]","[{'iso_3166_1': 'HU', 'name': 'Hungary'}]","1982-01-01","0","72","[{'iso_639_1': 'hu', 'name': 'Magyar'}]","Released","","Macbeth","False","10","1"
"False","","0","[{'id': 99, 'name': 'Documentary'}]","","263532","tt0403962","en","The Danube Exodus","In the travelogue The Danube Exodus, ForgÃ¡cs documents the Jewish exodus from Slovakia just before the beginning of World War II. In two boats, a group of nine hundred Slovak, Austrian Jews tried to reach the Black Sea via the river Danube, in order to get to Palestine from there. ForgÃ¡cs based his film on the amateur films of Captain NÃ¡ndor AndrÃ¡sovits, the captain of one of the boats. He filmed his passengers while they prayed, slept and even got married. At the end of this journey, it is clear that the boat will not return empty: a reverse exodus takes place, this time of repatriating Bessarabian Germans, fleeing to the Third Reich because of the Soviet invasion of Bessarabia","0.036519","/eYjD6MgocKsKph56BQrAz3M1WS5.jpg","[]","[]","1998-07-29","0","60","[]","Released","","The Danube Exodus","False","10","1"
"False","","0","[{'id': 99, 'name': 'Documentary'}]","","123320","tt1433817","en","SÃ¤ilÃ¶ttyjÃ¤ unelmia","A simple can of ravioli propels this spectacular 30,000-kilometre, eight-country journey through all phases of food production and the far flung sources of international ingredients. A dream-like voyage with glimpses of disconcerting realities, the story begins with a single mother toiling in one of the biggest open pit mines in Brazil and ends on the shelf of a grocery store in Finland. Along the way, the workers whose calloused hands mine, raise and harvest each ingredient reveal their dreams and hopes, like the Danish pig farmer who loves his sows but longs for a girlfriend, and the Portuguese tomato picker who wants to stay healthy long enough to pay her daughters way through university. Sumptuous photography and impressive sound design make an eloquent statement about our modern, globalized world, making us aware of the hundreds of invisible people who prepare the food we eat every day. -GisÃ¨le Gordon (HotDocs.ca)","0.043575","/cwyBaaRT71QSn04OQpMhDGZUrr4.jpg","[{'name': 'Arte', 'id': 201}]","[]","2012-01-25","0","75","[{'iso_639_1': 'fi', 'name': 'suomi'}]","Released","","Canned Dreams","False","10","1"
"False","","0","[]","","75132","tt0098023","en","Ollie Hopnoodle's Haven of Bliss","From Jean Shepherd (A Christmas Story) comes the story of 14 year old Ralphie's first job, and the family vacation the family is planning to a rustic fishing cabin on Lake Michigan. Originally made for the Disney Channel, this film is a delightful family comedy.","0.016421","/7jbwUWrlQLdzbsWSLyEytICghPc.jpg","[]","[]","1988-08-05","0","89","[]","Released","","Ollie Hopnoodle's Haven of Bliss","False","10","1"
"False","","0","[{'id': 10402, 'name': 'Music'}, {'id': 99, 'name': 'Documentary'}]","","105567","tt1854364","en","The Union","In November 2009, filmmaker Cameron Crowe began filming a behind-the-scenes look at the creation of the album The Union, a collaboration between musicians Elton John and Leon Russell, who hadn't spoken to one another in 38 years prior to beginning work on the album. In addition, the documentary offers a rare glimpse into the process John goes through to create and compose his music. Featured in the film are musicians Neil Young, Brian Wilson, Booker T. Jones, steel guitarist Robert Randolph, Don Was and a 10-piece gospel choir who all contribute to the album, which is produced by award-winning producer T-Bone Burnett. Musician Stevie Nicks and John's long-time lyricist Bernie Taupin also appear.","0.355876","/pHtJkK3G190wD4uTRVtOq1HClng.jpg","[]","[]","2012-01-01","0","87","[{'iso_639_1': 'en', 'name': 'English'}]","Released","","The Union","False","10","1"
"False","","0","[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]","","148408","tt0412608","it","La cotta","Olmiâ€™s 1967 short about a young boyâ€™s first love.","0.03688","/GSc6bzHXjPCv0CoEFH5A6GoNg1.jpg","[{'name': 'RAI Radiotelevisione Italiana', 'id': 20091}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}]","1967-02-16","0","49","[{'iso_639_1': 'it', 'name': 'Italiano'}]","Released","","The Crush","False","10","1"
"False","","0","[{'id': 10402, 'name': 'Music'}]","","21317","tt1326839","en","Paramore: The Final Riot!","'The Final RIOT!' is a live CD and DVD that documents the band in their most intimate moments on tour. On top of the all access documentary footage, an entire 15 song live set was filmed at the Chicago stop of The Final RIOT! Tour, for what the band has called their 'best show ever.' Join millions of Paramore fans around the world as they experience 'The Final RIOT!'","0.059843","/iweHmyQK8d5IAAkXn8Rm6Iu6Un2.jpg","[]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","2008-10-25","0","70","[{'iso_639_1': 'en', 'name': 'English'}]","Released","","Paramore: The Final Riot!","True","10","1"
"False","","0","[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]","http://www.roadtoredemption.com/","46016","tt0256341","en","Road to Redemption","A couple come into contact with stolen mob money, gamble it away, and end up on the run from gangsters","0.040854","/qy6emxk9rQEfOdJ2t7fVAeqqsXd.jpg","[]","[]","2001-09-28","0","89","[]","","","Road to Redemption","False","10","1"
"False","","0","[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","","71508","tt0081597","en","The Taming of the Shrew","Baptista has two daughters: Kate and Bianca. Everyone wants to wed the fair Bianca, but nobody's much interested in problem child, Kate. Baptista declares that he won't give Bianca away in a marriage until he's found a husband for Kate, so all the suitors begin busily hunting out a madman who's willing to do it, and they find Petruchio: a man who's come to wive it wealthily in Padua. And Petruchio marries Kate with a plan to tame her, while everybody else begins scheming to win Bianca's hand.","0.329193","/eEpb1BFdhlWt83nKNLDHt4ICDuv.jpg","[]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]","1980-10-23","0","126","[{'iso_639_1': 'en', 'name': 'English'}]","Released","The swaggering Petruchio, eager to wive it wealthily in Padua, agrees to marry the spitting hellcat, Katherine.","The Taming of the Shrew","False","10","1"
"False","","0","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","","84765","tt0076341","tl","Mababangong Bangungot","Narrating in voiceover, Tahimik explains the patterns of daily life in the village. He has a fascination with the Voice of America broadcasts, and particularly with the space program. He longs to be part of the developed world, and forms the Werner von Braun fan club. When an American arrives for an aborted international conference, he gets his chance. The American asks him to come to Paris, to run his chewing-gum-ball machine concession on the streets. In Paris, and on a trip to Germany, he makes friends and discovers that progress in the developed world sacrifices important values. Backgrounded by footage of a summit meeting in Paris, and unable to return to an idealized image of his past, he stubbornly refuses to capitulate to the terms of progress, resigning from his post as head of the Werner von Braun fan club and maintaining that he will find his own way.","0.009192","/b7gXRPJ2GhbvEuRfcxawj9PAr4R.jpg","[]","[{'iso_3166_1': 'PH', 'name': 'Philippines'}]","1977-01-01","0","93","[{'iso_639_1': 'tl', 'name': ''}]","Released","","Perfumed Nightmare","False","10","2"
"False","","0","[{'id': 35, 'name': 'Comedy'}]","","157862","tt0087366","en","Growing Pains","Four teens on the run from an orphanage spring a fellow orphan recently adopted by a rich family, then trash the whole house.","0.853913","/s51fksOs5hYaYLYWUUh2X0cIKgm.jpg","[{'name': 'Growing Pains', 'id': 40515}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'CA', 'name': 'Canada'}]","1984-11-11","0","85","[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'EspaÃ±ol'}]","Released","","Growing Pains","False","10","1"
"False","","0","[{'id': 10770, 'name': 'TV Movie'}, {'id': 18, 'name': 'Drama'}]","","259808","tt0099321","en","Criminal Justice","A knife-scarred victim must identify her assailant beyond a reasonable doubt. Meanwhile the accused is offered a deal if he pleads guilty. Is he as innocent as the victim? Is the justice system guiltier than both?","1.460826","/b8qcz2pIMXQqiKaOZXpWIUS0LgC.jpg","[{'name': 'Home Box Office (HBO)', 'id': 3268}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]","1990-09-08","0","90","[{'iso_639_1': 'en', 'name': 'English'}]","Released","","Criminal Justice","False","10","1"
